"","Pollster","Start.Date","End.Date","Entry.Date.Time","Number.of.Observations","Population","Mode","Trump","Cruz","Rubio","Carson","Kasich","Bush","Christie","Fiorina","Gilmore","Graham","Huckabee","Jindal","Pataki","Perry","Rand.Paul","Santorum","Walker","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Poll.Length","DOW","Weekday","Month","MonthName","Quarter","Year"
"250","FOX",2014-04-13,2014-04-15,2014-04-17 14:27:44,384,"Registered Voters - Republican","Live Phone",NA,7,8,NA,NA,14,15,NA,NA,NA,NA,2,NA,5,14,5,5,9,"http://elections.huffingtonpost.com/pollster/polls/fox-19256",NA,"Nonpartisan","None",2,"0","Sunday","04","April",2,"2014"
"251","McClatchy/Marist",2014-04-07,2014-04-10,2014-04-15 20:58:53,416,"Registered Voters - Republican","Live Phone",NA,4,7,NA,0,13,12,NA,NA,NA,13,4,NA,3,12,3,5,14,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-19249",NA,"Nonpartisan","None",3,"1","Monday","04","April",2,"2014"
"252","Reason/Rupe",2014-03-26,2014-03-30,2014-04-03 15:31:19,NA,"Adults - Republican","Live Phone",NA,6,6,NA,NA,11,10,NA,NA,NA,15,1,NA,NA,11,NA,5,24,"http://elections.huffingtonpost.com/pollster/polls/reason-rupe-19173",NA,"Nonpartisan","None",4,"3","Wednesday","03","March",1,"2014"
"253","Wilson Perkins Allen Opinion Research (R)",2014-03-18,2014-03-20,2014-04-02 15:54:27,801,"Adults - Republican","Live Phone",NA,9,6,NA,NA,11,9,NA,NA,NA,13,3,NA,1,13,3,5,20,"http://elections.huffingtonpost.com/pollster/polls/wilson-perkins-allen-opinion-research-r-19164",NA,"Pollster","Rep",2,"2","Tuesday","03","March",1,"2014"
"254","CNN",2014-03-07,2014-03-09,2014-03-19 15:14:56,367,"Adults - Republican","Live Phone",NA,8,5,NA,NA,9,8,NA,NA,NA,10,NA,NA,11,16,3,NA,9,"http://elections.huffingtonpost.com/pollster/polls/cnn-19073",NA,"Nonpartisan","None",2,"5","Friday","03","March",1,"2014"
"255","PPP (D)",2014-03-06,2014-03-09,2014-03-14 16:16:21,542,"Likely Voters - Republican","Automated Phone",NA,11,6,NA,NA,15,14,NA,NA,NA,18,4,NA,NA,14,NA,5,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-19043",NA,"Pollster","Dem",3,"4","Thursday","03","March",1,"2014"
"256","McClatchy/Marist",2014-02-04,2014-02-09,2014-02-11 21:03:53,403,"Registered Voters - Republican","Live Phone",NA,5,12,NA,1,8,13,NA,NA,NA,13,NA,NA,2,9,2,7,12,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-18838",NA,"Nonpartisan","None",5,"2","Tuesday","02","February",1,"2014"
"257","CNN",2014-01-31,2014-02-02,2014-02-04 15:44:53,428,"Adults - Republican","Live Phone",NA,8,9,NA,NA,10,10,NA,NA,NA,14,NA,NA,8,13,4,NA,7,"http://elections.huffingtonpost.com/pollster/polls/cnn-18783",NA,"Nonpartisan","None",2,"5","Friday","01","January",1,"2014"
"258","PPP (D)",2014-01-23,2014-01-26,2014-01-29 17:01:44,457,"Likely Voters - Republican","Automated Phone",NA,8,8,NA,NA,14,13,NA,NA,NA,16,5,NA,NA,11,NA,6,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18741",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2014"
"259","ABC/Post",2014-01-20,2014-01-23,2014-01-30 16:35:35,NA,"Registered Voters - Republican","Live Phone",NA,12,10,NA,NA,18,13,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,14,"http://elections.huffingtonpost.com/pollster/polls/abc-post-18754",NA,"Nonpartisan","None",3,"1","Monday","01","January",1,"2014"
"260","Quinnipiac",2014-01-15,2014-01-19,2014-01-21 19:08:29,813,"Registered Voters - Republican","Live Phone",NA,9,8,NA,2,11,12,NA,NA,NA,NA,3,NA,NA,13,NA,6,23,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18703",NA,"Nonpartisan","None",4,"3","Wednesday","01","January",1,"2014"
"261","NBC/Marist",2014-01-12,2014-01-14,2014-01-16 16:58:47,385,"Registered Voters - Republican","Live Phone",NA,5,7,NA,NA,8,16,NA,NA,NA,NA,3,NA,6,9,5,4,25,"http://elections.huffingtonpost.com/pollster/polls/nbc-marist-18679",NA,"Nonpartisan","None",2,"0","Sunday","01","January",1,"2014"
"262","YouGov/Economist",2014-01-11,2014-01-13,2014-01-16 17:36:06,210,"Adults - Republican","Internet",NA,8,12,NA,NA,14,18,NA,NA,NA,16,NA,NA,NA,6,NA,5,10,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-18681",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2014"
"263","FOX",2013-12-14,2013-12-16,2013-12-18 23:35:41,376,"Registered Voters - Republican","Live Phone",NA,12,8,NA,NA,12,16,NA,NA,NA,NA,NA,NA,3,11,3,6,11,"http://elections.huffingtonpost.com/pollster/polls/fox-18575",NA,"Nonpartisan","None",2,"6","Saturday","12","December",4,"2013"
"264","YouGov/Economist",2013-12-14,2013-12-16,2013-12-18 21:13:07,274,"Adults - Republican","Internet",NA,7,6,NA,NA,7,18,NA,NA,NA,13,NA,NA,NA,13,NA,7,15,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-18573",NA,"Nonpartisan","None",2,"6","Saturday","12","December",4,"2013"
"265","PPP (D)",2013-12-12,2013-12-15,2013-12-18 19:09:04,600,"Likely Voters - Republican","Automated Phone",NA,14,7,NA,NA,10,19,NA,NA,NA,13,3,NA,NA,11,NA,4,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18568",NA,"Pollster","Dem",3,"4","Thursday","12","December",4,"2013"
"266","Quinnipiac",2013-12-03,2013-12-09,2013-12-11 23:45:55,1182,"Registered Voters - Republican","Live Phone",NA,13,7,NA,2,11,17,NA,NA,NA,NA,3,NA,NA,14,NA,5,18,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18519",NA,"Nonpartisan","None",6,"2","Tuesday","12","December",4,"2013"
"267","McClatchy/Marist",2013-12-03,2013-12-05,2013-12-13 20:40:55,419,"Registered Voters - Republican","Live Phone",NA,10,7,NA,NA,10,18,NA,NA,NA,NA,NA,NA,3,12,4,4,13,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-18533",NA,"Nonpartisan","None",2,"2","Tuesday","12","December",4,"2013"
"268","CNN",2013-11-18,2013-11-20,2013-12-02 23:40:55,418,"Adults - Republican","Live Phone",NA,10,9,NA,NA,6,24,NA,NA,NA,NA,NA,NA,7,13,6,NA,8,"http://elections.huffingtonpost.com/pollster/polls/cnn-18475",NA,"Nonpartisan","None",2,"1","Monday","11","November",4,"2013"
"269","PPP (D)",2013-10-29,2013-10-31,2013-11-05 19:40:43,629,"Likely Voters - Republican","Automated Phone",NA,14,9,NA,NA,12,15,NA,NA,NA,NA,5,NA,NA,13,4,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18368",NA,"Pollster","Dem",2,"2","Tuesday","10","October",4,"2013"
"270","YouGov/Economist",2013-10-26,2013-10-28,2013-10-30 22:37:44,221,"Adults - Republican","Internet",NA,12,4,NA,NA,4,20,NA,NA,NA,NA,NA,NA,NA,7,NA,5,35,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-18325",NA,"Nonpartisan","None",2,"6","Saturday","10","October",4,"2013"
"271","YouGov",2013-10-19,2013-10-20,2013-12-13 20:17:20,228,"Adults - Republican","Internet",NA,16,13,NA,NA,12,11,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-18532",NA,"Nonpartisan","None",1,"6","Saturday","10","October",4,"2013"
"272","YouGov",2013-09-30,2013-10-01,2013-12-13 20:14:16,243,"Adults - Republican","Internet",NA,16,9,NA,NA,9,14,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,25,"http://elections.huffingtonpost.com/pollster/polls/yougov-18531",NA,"Nonpartisan","None",1,"1","Monday","09","September",3,"2013"
"273","Quinnipiac",2013-09-23,2013-09-29,2013-10-02 17:17:47,576,"Registered Voters - Republican","Live Phone",NA,10,12,NA,NA,11,13,NA,NA,NA,NA,3,NA,NA,17,NA,4,20,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18116",NA,"Nonpartisan","None",6,"1","Monday","09","September",3,"2013"
"274","PPP (D)",2013-09-25,2013-09-26,2013-09-27 16:12:20,743,"Likely Voters - Republican","Automated Phone",NA,20,10,NA,NA,11,14,NA,NA,NA,NA,4,NA,NA,17,3,3,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18088",NA,"Pollster","Dem",1,"3","Wednesday","09","September",3,"2013"
"275","CNN",2013-09-06,2013-09-08,2013-09-16 19:48:33,452,"Adults - Republican","Live Phone",NA,7,9,NA,NA,10,17,NA,NA,NA,NA,NA,NA,6,13,5,NA,10,"http://elections.huffingtonpost.com/pollster/polls/cnn-17953",NA,"Nonpartisan","None",2,"5","Friday","09","September",3,"2013"
"276","Rasmussen",2013-08-01,2013-08-02,2013-08-07 15:08:32,330,"Likely Voters - Republican","Automated Phone",NA,NA,18,NA,NA,16,21,NA,NA,NA,NA,NA,NA,NA,15,NA,6,8,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-17784",NA,"Nonpartisan","None",1,"4","Thursday","08","August",3,"2013"
"277","PPP (D)",2013-07-19,2013-07-21,2013-07-26 20:22:53,500,"Likely Voters - Republican","Automated Phone",NA,12,10,NA,NA,13,13,NA,NA,NA,NA,4,NA,NA,16,4,NA,13,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-17738",NA,"Pollster","Dem",2,"5","Friday","07","July",3,"2013"
"278","McClatchy/Marist",2013-07-15,2013-07-18,2013-07-26 19:50:20,357,"Registered Voters - Republican","Live Phone",NA,7,12,NA,NA,10,15,NA,NA,NA,NA,1,NA,4,9,2,2,25,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-17737",NA,"Nonpartisan","None",3,"1","Monday","07","July",3,"2013"
"279","YouGov/Economist",2013-07-13,2013-07-15,2013-07-17 18:54:51,270,"Adults - Republican","Internet",NA,NA,8,NA,NA,12,11,NA,NA,NA,NA,2,NA,5,12,4,2,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17693",NA,"Nonpartisan","None",2,"6","Saturday","07","July",3,"2013"
"280","YouGov/Economist",2013-07-06,2013-07-08,2013-07-10 18:12:55,253,"Adults - Republican","Internet",NA,NA,12,NA,NA,9,8,NA,NA,NA,NA,5,NA,NA,12,4,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17651",NA,"Nonpartisan","None",2,"6","Saturday","07","July",3,"2013"
"281","YouGov/Economist",2013-06-29,2013-07-01,2013-07-03 18:06:01,257,"Adults - Republican","Internet",NA,NA,10,NA,NA,11,9,NA,NA,NA,NA,4,NA,NA,12,6,NA,26,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17634",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2013"
"282","YouGov/Economist",2013-06-22,2013-06-24,2013-06-26 20:29:28,248,"Adults - Republican","Internet",NA,NA,14,NA,NA,9,11,NA,NA,NA,NA,1,NA,NA,11,4,NA,32,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17606",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2013"
"283","YouGov/Economist",2013-06-15,2013-06-17,2013-06-19 18:35:43,262,"Adults - Republican","Internet",NA,NA,11,NA,NA,9,13,NA,NA,NA,NA,2,NA,NA,16,3,NA,28,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17574",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2013"
"284","YouGov/Economist",2013-06-08,2013-06-10,2013-06-12 17:30:15,264,"Adults - Republican","Internet",NA,NA,9,NA,NA,7,12,NA,NA,NA,NA,1,NA,NA,13,4,NA,33,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17529",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2013"
"285","YouGov/Economist",2013-06-01,2013-06-03,2013-06-05 17:30:05,246,"Adults - Republican","Internet",NA,NA,9,NA,NA,8,9,NA,NA,NA,NA,3,NA,NA,13,1,NA,31,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17491",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2013"
"286","PPP (D)",2013-05-06,2013-05-09,2013-05-15 16:18:48,806,"Likely Voters - Republican","Automated Phone",NA,7,16,NA,NA,15,15,NA,NA,NA,NA,3,NA,NA,14,5,NA,15,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-17399",NA,"Pollster","Dem",3,"1","Monday","05","May",2,"2013"
"287","Quinnipiac",2013-03-26,2013-04-01,2013-04-03 12:38:02,712,"Registered Voters - Republican","Live Phone",NA,NA,19,NA,NA,10,14,NA,NA,NA,NA,3,NA,NA,15,NA,2,18,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-17216",NA,"Nonpartisan","None",6,"2","Tuesday","03","March",1,"2013"
"288","PPP (D)",2013-03-27,2013-03-30,2013-04-04 16:22:12,1125,"Likely Voters - Republican","Automated Phone",NA,NA,21,NA,NA,12,15,NA,NA,NA,NA,4,NA,2,17,5,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-17222",NA,"Pollster","Dem",3,"3","Wednesday","03","March",1,"2013"
"289","YouGov/Economist",2013-02-23,2013-02-25,2013-02-27 18:13:26,245,"Adults - Republican","Internet",NA,NA,17,NA,NA,9,12,NA,NA,NA,NA,1,NA,1,4,2,NA,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17087",NA,"Nonpartisan","None",2,"6","Saturday","02","February",1,"2013"
"290","YouGov/Economist",2013-02-16,2013-02-18,2013-02-22 16:49:10,201,"Adults - Republican","Internet",NA,NA,19,NA,NA,3,12,NA,NA,NA,NA,2,NA,2,4,1,NA,35,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17064",NA,"Nonpartisan","None",2,"6","Saturday","02","February",1,"2013"
"291","PPP (D)",2013-01-31,2013-02-03,2013-02-07 20:34:59,508,"Likely Voters - Republican","Automated Phone",NA,NA,22,NA,NA,13,13,NA,NA,NA,11,4,NA,3,10,NA,NA,8,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-16996",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2013"
"292","PPP (D)",2013-01-31,2013-02-03,2014-03-24 20:23:45,508,"Likely Voters - Republican","Automated Phone",NA,NA,22,NA,NA,13,13,NA,NA,NA,11,4,NA,3,10,NA,NA,8,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-19115",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2013"
"293","YouGov/Economist",2013-01-19,2013-01-21,2013-02-01 18:34:41,253,"Adults - Republican","Internet",NA,NA,22,NA,NA,7,9,NA,NA,NA,NA,1,NA,2,3,7,NA,29,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-16964",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2013"
"294","YouGov/Economist",2013-01-12,2013-01-14,2013-02-01 17:14:07,273,"Adults - Republican","Internet",NA,NA,16,NA,NA,6,11,NA,NA,NA,NA,3,NA,2,3,4,NA,30,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-16963",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2013"
"295","PPP (D)",2013-01-03,2013-01-06,2013-01-08 12:08:17,563,"Likely Voters - Republican","Automated Phone",NA,NA,21,NA,NA,14,14,NA,NA,NA,15,3,NA,2,5,NA,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-16866",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2013"
"296","PPP (D)",2012-11-30,2012-12-02,2012-12-06 16:31:37,475,"Registered Voters - Republican","Automated Phone",NA,NA,18,NA,NA,12,14,NA,NA,NA,11,NA,NA,NA,7,4,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-16784",NA,"Pollster","Dem",2,"5","Friday","11","November",4,"2012"
